--------------- DW_2000Q_6 ---------------
     0  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59  energy num_oc. chain_b.
377  0  1  1  0  0  1  1  1  1  1  1  1  1  0  0  1  0  1  0  0  1  0  1  1  1  0  0  0  0  0  0  0  0  1  0  1  0  1  0  1  1  0  0  0  1  1  0  0  1  1  0  0  0  0  1  0  1  1  1  1  -963.0       1 0.183333
439  0  1  1  1  0  1  0  0  1  1  1  1  1  0  0  1  0  1  0  0  1  1  1  1  1  0  1  0  1  0  0  0  0  1  0  1  0  1  0  0  0  0  0  0  1  1  0  0  1  1  1  0  0  0  1  0  1  1  1  0  -963.0       1      0.2
66   0  1  1  1  0  1  1  0  1  0  1  1  1  0  0  1  0  0  0  0  1  0  0  1  1  0  1  1  0  0  0  0  0  0  0  1  0  0  0  1  1  0  0  1  1  1  0  0  1  0  1  0  0  1  0  0  1  1  1  0 -962.75       1 0.066667
437  0  1  1  0  0  1  1  0  0  0  1  1  1  0  0  1  0  1  0  0  1  0  1  1  1  0  1  1  0  0  0  0  0  1  0  0  1  1  0  1  1  0  0  1  1  1  0  0  1  1  1  1  0  1  1  0  0  0  1  1 -962.75       1 0.166667
497  1  0  0  0  1  0  0  1  1  0  1  0  1  1  1  0  1  0  1  1  0  1  0  1  1  1  1  1  1  1  0  1  1  0  0  1  1  0  1  0  0  1  1  0  0  1  1  1  0  0  0  0  0  0  0  1  0  1  0  0 -962.75       1 0.216667
28   1  1  1  1  0  1  1  0  1  1  1  1  1  1  0  1  0  1  0  1  1  0  1  1  0  0  1  0  0  0  0  0  0  1  0  1  1  0  0  1  0  0  0  0  0  1  0  0  1  1  1  0  0  0  1  0  1  0  1  0  -962.0       1 0.033333
55   0  1  0  1  0  1  1  0  1  1  0  0  0  0  0  1  1  1  0  1  1  0  1  1  1  0  0  1  0  0  1  0  0  1  0  1  0  1  0  0  0  0  1  1  1  1  0  0  1  1  1  0  0  0  1  0  1  1  1  0  -962.0       1     0.05
74   1  1  0  1  0  1  1  0  0  1  1  1  1  0  0  1  0  0  1  0  1  0  1  0  1  0  1  1  0  0  0  0  0  1  1  0  0  1  0  1  0  0  0  1  1  1  0  0  1  0  1  1  0  0  1  0  1  1  1  0  -962.0       1 0.066667
97   0  1  0  0  1  1  1  1  1  1  1  1  1  0  0  1  0  1  0  0  1  1  1  1  0  0  1  0  1  0  0  0  0  1  0  0  0  0  0  1  0  1  0  1  1  1  0  0  1  1  1  0  1  0  1  0  0  0  1  0  -962.0       1 0.066667
126  0  1  1  0  0  1  0  0  0  1  1  1  1  0  0  1  0  1  1  0  1  0  1  1  0  0  1  1  0  0  0  0  0  1  1  1  0  1  0  1  1  0  0  1  1  1  0  0  1  1  1  0  0  1  0  0  1  0  1  0  -962.0       1 0.083333
214  0  1  0  1  0  1  1  0  1  1  1  1  1  0  0  1  0  1  0  0  1  0  1  1  1  0  1  1  0  0  0  0  0  1  0  1  0  1  0  0  0  0  0  0  1  1  0  0  1  1  1  0  1  0  1  0  0  1  1  1  -962.0       1 0.116667
229  0  1  1  1  0  1  1  0  1  1  1  1  1  0  0  1  1  0  0  0  1  0  1  1  1  0  1  0  1  0  0  0  0  0  0  0  0  1  0  1  1  0  1  0  1  1  0  0  1  1  1  0  0  0  1  0  1  0  1  0  -962.0       1 0.133333
436  0  1  1  1  0  1  1  1  1  1  1  1  0  0  0  1  0  0  1  0  1  0  1  1  1  0  1  0  0  0  0  0  0  0  0  1  1  0  0  1  1  0  0  0  1  1  0  0  1  0  1  1  0  0  1  0  1  1  1  0  -962.0       1     0.15
3    1  1  1  1  1  1  0  0  0  0  0  1  1  0  0  1  0  1  1  1  1  0  0  1  0  1  1  0  0  0  0  1  0  1  0  1  0  0  0  1  0  1  0  0  0  1  0  0  0  1  1  1  0  1  1  0  1  1  0  0 -961.75       1      0.0
9    1  0  0  0  1  0  0  1  0  0  0  1  1  1  1  1  1  1  0  1  0  0  0  1  0  1  1  1  1  1  1  0  0  1  0  1  0  0  1  0  1  1  1  1  0  0  1  0  0  1  0  0  0  0  0  1  0  1  0  0 -961.75       1 0.016667
87   0  1  1  0  1  1  1  0  0  1  1  1  1  0  0  1  0  0  0  1  1  0  1  1  1  0  1  0  0  0  0  0  0  1  0  0  0  1  0  1  1  0  0  1  1  1  1  0  1  1  1  0  0  0  1  0  1  1  1  0 -961.75       1      0.1
96   0  1  1  1  0  1  1  0  0  1  1  1  1  0  0  1  0  1  0  1  1  0  0  1  0  0  1  0  0  0  1  0  0  1  1  0  0  1  0  1  1  0  1  1  1  1  0  0  1  1  1  0  0  0  1  0  1  1  0  0 -961.75       1 0.083333
131  1  1  0  0  0  1  1  0  1  1  1  1  1  0  0  1  0  1  1  1  1  0  1  1  1  0  0  0  0  0  1  0  0  1  0  0  0  1  0  1  1  0  0  0  1  0  0  1  1  0  1  0  1  1  1  0  0  1  0  1 -961.75       1 0.083333
161  0  1  1  1  1  1  1  0  1  1  1  1  1  0  0  1  0  0  0  1  1  0  1  1  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  1  0  0  1  1  1  0  0  1  1  1  1  0  0  1  0  1  1  1  1 -961.75       1 0.116667
179  0  1  1  1  1  1  1  0  1  0  1  1  1  0  1  1  1  0  0  0  1  0  1  1  0  0  0  0  0  0  1  0  0  0  1  1  1  0  0  0  1  0  1  1  1  1  0  0  1  1  1  1  1  0  0  0  0  0  1  0 -961.75       1 0.083333
261  0  1  1  1  1  1  0  0  1  1  1  1  1  0  0  1  0  0  0  0  1  1  1  1  1  0  1  0  0  0  0  0  0  1  0  1  0  1  0  1  1  0  0  0  1  1  0  0  1  1  1  0  0  0  1  0  1  1  1  0 -961.75       1     0.15
344  0  1  1  1  0  1  1  0  1  1  1  0  1  0  0  1  0  0  0  0  1  0  1  1  0  0  1  1  0  0  0  0  0  1  1  1  0  1  0  1  1  0  0  0  1  1  0  0  1  1  1  0  0  0  1  0  1  1  0  0 -961.75       1     0.15
